areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-10-17,705428,16171,14720
K02000001,United Kingdom,overview,2020-10-16,689257,15650,17680
K02000001,United Kingdom,overview,2020-10-15,673622,18980,18376
K02000001,United Kingdom,overview,2020-10-14,654644,19724,19649
K02000001,United Kingdom,overview,2020-10-13,634920,17234,18865
K02000001,United Kingdom,overview,2020-10-12,617688,13972,19389
K02000001,United Kingdom,overview,2020-10-11,603716,12872,12026
K02000001,United Kingdom,overview,2020-10-10,590844,15166,12480
K02000001,United Kingdom,overview,2020-10-09,575679,13864,15687
K02000001,United Kingdom,overview,2020-10-08,561815,17540,18187
K02000001,United Kingdom,overview,2020-10-07,544275,14162,18265
K02000001,United Kingdom,overview,2020-10-06,530113,14542,17019
K02000001,United Kingdom,overview,2020-10-05,515571,12594,16521
K02000001,United Kingdom,overview,2020-10-04,502978,22961,11771
K02000001,United Kingdom,overview,2020-10-03,480017,12872,11500
K02000001,United Kingdom,overview,2020-10-02,467146,6968,13662
K02000001,United Kingdom,overview,2020-10-01,460178,6914,13166
K02000001,United Kingdom,overview,2020-09-30,453264,7108,12521
K02000001,United Kingdom,overview,2020-09-29,446156,7143,10221
K02000001,United Kingdom,overview,2020-09-28,439013,4044,9908
K02000001,United Kingdom,overview,2020-09-27,434969,5693,6955
K02000001,United Kingdom,overview,2020-09-26,429277,6042,6738
K02000001,United Kingdom,overview,2020-09-25,423236,6874,7216
K02000001,United Kingdom,overview,2020-09-24,416363,6634,7591
K02000001,United Kingdom,overview,2020-09-23,409729,6178,7047
K02000001,United Kingdom,overview,2020-09-22,403551,4926,6390
K02000001,United Kingdom,overview,2020-09-21,398625,4368,5591
K02000001,United Kingdom,overview,2020-09-20,394257,3899,5310
K02000001,United Kingdom,overview,2020-09-19,390358,4422,4840
K02000001,United Kingdom,overview,2020-09-18,385936,4322,4942
K02000001,United Kingdom,overview,2020-09-17,381614,3395,4614
K02000001,United Kingdom,overview,2020-09-16,378219,3991,4340
K02000001,United Kingdom,overview,2020-09-15,374228,3105,3536
K02000001,United Kingdom,overview,2020-09-14,371125,2621,3372
K02000001,United Kingdom,overview,2020-09-13,368504,3330,2128
K02000001,United Kingdom,overview,2020-09-12,365174,3497,2651
K02000001,United Kingdom,overview,2020-09-11,361677,3539,3283
K02000001,United Kingdom,overview,2020-09-10,358138,2919,3577
K02000001,United Kingdom,overview,2020-09-09,355219,2659,3325
K02000001,United Kingdom,overview,2020-09-08,352560,2460,3300
K02000001,United Kingdom,overview,2020-09-07,350100,2948,3857
K02000001,United Kingdom,overview,2020-09-06,347152,2988,2431
K02000001,United Kingdom,overview,2020-09-05,344164,1813,2539
K02000001,United Kingdom,overview,2020-09-04,342351,1940,3031
K02000001,United Kingdom,overview,2020-09-03,340411,1735,3091
K02000001,United Kingdom,overview,2020-09-02,338676,1508,2992
K02000001,United Kingdom,overview,2020-09-01,337168,1295,2243
K02000001,United Kingdom,overview,2020-08-31,335873,1406,1499
K02000001,United Kingdom,overview,2020-08-30,334467,1715,1158
K02000001,United Kingdom,overview,2020-08-29,332752,1108,1218
K02000001,United Kingdom,overview,2020-08-28,331644,1276,1622
K02000001,United Kingdom,overview,2020-08-27,330368,1522,1546
K02000001,United Kingdom,overview,2020-08-26,328846,1048,1345
K02000001,United Kingdom,overview,2020-08-25,327798,1184,1242
K02000001,United Kingdom,overview,2020-08-24,326614,853,1274
K02000001,United Kingdom,overview,2020-08-23,325761,1160,818
K02000001,United Kingdom,overview,2020-08-22,324601,1288,823
K02000001,United Kingdom,overview,2020-08-21,323313,1033,1196
K02000001,United Kingdom,overview,2020-08-20,322280,1182,1457
K02000001,United Kingdom,overview,2020-08-19,321098,812,1238
K02000001,United Kingdom,overview,2020-08-18,320286,1089,1079
K02000001,United Kingdom,overview,2020-08-17,319197,713,1276
K02000001,United Kingdom,overview,2020-08-16,318484,1040,598
K02000001,United Kingdom,overview,2020-08-15,317444,1077,694
K02000001,United Kingdom,overview,2020-08-14,316367,1441,1158
K02000001,United Kingdom,overview,2020-08-13,314927,1129,1140
K02000001,United Kingdom,overview,2020-08-12,313798,1009,1206
K02000001,United Kingdom,overview,2020-08-11,312789,1148,1340
K02000001,United Kingdom,overview,2020-08-10,311641,740,1467
K02000001,United Kingdom,overview,2020-08-09,310825,1062,614
K02000001,United Kingdom,overview,2020-08-08,309763,758,695
K02000001,United Kingdom,overview,2020-08-07,309005,871,946
K02000001,United Kingdom,overview,2020-08-06,308134,950,1083
K02000001,United Kingdom,overview,2020-08-05,307184,892,1057
K02000001,United Kingdom,overview,2020-08-04,306293,670,1018
K02000001,United Kingdom,overview,2020-08-03,305623,898,1036
K02000001,United Kingdom,overview,2020-08-02,304685,744,553
K02000001,United Kingdom,overview,2020-08-01,303942,761,542
K02000001,United Kingdom,overview,2020-07-31,303181,880,675
K02000001,United Kingdom,overview,2020-07-30,302301,846,923
K02000001,United Kingdom,overview,2020-07-29,301455,763,1036
K02000001,United Kingdom,overview,2020-07-28,300692,581,841
K02000001,United Kingdom,overview,2020-07-27,300111,685,854
K02000001,United Kingdom,overview,2020-07-26,299426,745,558
K02000001,United Kingdom,overview,2020-07-25,298681,767,523
K02000001,United Kingdom,overview,2020-07-24,297914,768,772
K02000001,United Kingdom,overview,2020-07-23,297146,769,794
K02000001,United Kingdom,overview,2020-07-22,296377,560,795
K02000001,United Kingdom,overview,2020-07-21,295817,445,780
K02000001,United Kingdom,overview,2020-07-20,295372,557,812
K02000001,United Kingdom,overview,2020-07-19,294792,726,444
K02000001,United Kingdom,overview,2020-07-18,294066,827,498
K02000001,United Kingdom,overview,2020-07-17,293239,687,581
K02000001,United Kingdom,overview,2020-07-16,292552,642,706
K02000001,United Kingdom,overview,2020-07-15,291911,538,774
K02000001,United Kingdom,overview,2020-07-14,291373,398,690
K02000001,United Kingdom,overview,2020-07-13,290133,530,734
K02000001,United Kingdom,overview,2020-07-12,289603,650,369
K02000001,United Kingdom,overview,2020-07-11,288953,820,448
K02000001,United Kingdom,overview,2020-07-10,288133,512,566
K02000001,United Kingdom,overview,2020-07-09,287621,642,718
K02000001,United Kingdom,overview,2020-07-08,286979,630,702
K02000001,United Kingdom,overview,2020-07-07,286349,581,605
K02000001,United Kingdom,overview,2020-07-06,285768,343,702
K02000001,United Kingdom,overview,2020-07-05,285416,516,556
K02000001,United Kingdom,overview,2020-07-04,284900,624,402
K02000001,United Kingdom,overview,2020-07-03,284276,544,573
K02000001,United Kingdom,overview,2020-07-02,283757,576,608
K02000001,United Kingdom,overview,2020-07-01,313483,829,657
K02000001,United Kingdom,overview,2020-06-30,312654,689,617
K02000001,United Kingdom,overview,2020-06-29,311965,815,728
K02000001,United Kingdom,overview,2020-06-28,311151,901,446
K02000001,United Kingdom,overview,2020-06-27,310250,890,652
K02000001,United Kingdom,overview,2020-06-26,309360,1006,668
K02000001,United Kingdom,overview,2020-06-25,307980,1118,720
K02000001,United Kingdom,overview,2020-06-24,306862,653,775
K02000001,United Kingdom,overview,2020-06-23,306210,874,888
K02000001,United Kingdom,overview,2020-06-22,305289,958,895
K02000001,United Kingdom,overview,2020-06-21,304331,1221,635
K02000001,United Kingdom,overview,2020-06-20,303110,1295,686
K02000001,United Kingdom,overview,2020-06-19,301815,1346,997
K02000001,United Kingdom,overview,2020-06-18,300469,1218,1026
K02000001,United Kingdom,overview,2020-06-17,299251,1115,1013
K02000001,United Kingdom,overview,2020-06-16,298136,1279,1104
K02000001,United Kingdom,overview,2020-06-15,296857,1056,1043
K02000001,United Kingdom,overview,2020-06-14,295889,1514,819
K02000001,United Kingdom,overview,2020-06-13,294375,1425,886
K02000001,United Kingdom,overview,2020-06-12,292950,1541,1057
K02000001,United Kingdom,overview,2020-06-11,291409,1266,1008
K02000001,United Kingdom,overview,2020-06-10,290143,1003,1192
K02000001,United Kingdom,overview,2020-06-09,289140,1387,1154
K02000001,United Kingdom,overview,2020-06-08,287399,1205,1094
K02000001,United Kingdom,overview,2020-06-07,286194,1326,722
K02000001,United Kingdom,overview,2020-06-06,284868,1557,808
K02000001,United Kingdom,overview,2020-06-05,283311,1650,1124
K02000001,United Kingdom,overview,2020-06-04,281661,1805,1250
K02000001,United Kingdom,overview,2020-06-03,279856,1871,1356
K02000001,United Kingdom,overview,2020-06-02,277985,1613,1489
K02000001,United Kingdom,overview,2020-06-01,276332,1570,1437
K02000001,United Kingdom,overview,2020-05-31,274762,1936,1082
K02000001,United Kingdom,overview,2020-05-30,272826,2445,1118
K02000001,United Kingdom,overview,2020-05-29,271222,2095,1527
K02000001,United Kingdom,overview,2020-05-28,269127,1887,1756
K02000001,United Kingdom,overview,2020-05-27,267240,2013,1825
K02000001,United Kingdom,overview,2020-05-26,265227,2004,2057
K02000001,United Kingdom,overview,2020-05-25,261184,1625,1617
K02000001,United Kingdom,overview,2020-05-24,259559,2409,1363
K02000001,United Kingdom,overview,2020-05-23,257154,2959,1525
K02000001,United Kingdom,overview,2020-05-22,254195,3287,2052
K02000001,United Kingdom,overview,2020-05-21,250908,2615,2565
K02000001,United Kingdom,overview,2020-05-20,248293,2472,2702
K02000001,United Kingdom,overview,2020-05-19,248818,2412,3043
K02000001,United Kingdom,overview,2020-05-18,246406,2684,2577
K02000001,United Kingdom,overview,2020-05-17,243723,3562,1832
K02000001,United Kingdom,overview,2020-05-16,240161,3451,2077
K02000001,United Kingdom,overview,2020-05-15,236711,3560,2524
K02000001,United Kingdom,overview,2020-05-14,233151,3446,2622
K02000001,United Kingdom,overview,2020-05-13,229705,3242,3310
K02000001,United Kingdom,overview,2020-05-12,226463,3403,3386
K02000001,United Kingdom,overview,2020-05-11,223060,3877,3573
K02000001,United Kingdom,overview,2020-05-10,219183,3923,2319
K02000001,United Kingdom,overview,2020-05-09,215260,3896,2162
K02000001,United Kingdom,overview,2020-05-08,211364,4649,3063
K02000001,United Kingdom,overview,2020-05-07,206715,5614,3772
K02000001,United Kingdom,overview,2020-05-06,201101,6111,3815
K02000001,United Kingdom,overview,2020-05-05,194990,4406,3667
K02000001,United Kingdom,overview,2020-05-04,190584,3985,3386
K02000001,United Kingdom,overview,2020-05-03,186599,4339,2979
K02000001,United Kingdom,overview,2020-05-02,182260,4806,3231
K02000001,United Kingdom,overview,2020-05-01,177454,6201,4731
K02000001,United Kingdom,overview,2020-04-30,171253,6032,4955
K02000001,United Kingdom,overview,2020-04-29,165221,4076,5422
K02000001,United Kingdom,overview,2020-04-28,161145,3996,4711
K02000001,United Kingdom,overview,2020-04-27,157149,4310,4699
K02000001,United Kingdom,overview,2020-04-26,152840,4463,3468
K02000001,United Kingdom,overview,2020-04-25,148377,4913,3743
K02000001,United Kingdom,overview,2020-04-24,143464,5386,4946
K02000001,United Kingdom,overview,2020-04-23,138078,4583,5144
K02000001,United Kingdom,overview,2020-04-22,133495,4451,5484
K02000001,United Kingdom,overview,2020-04-21,129044,4301,4764
K02000001,United Kingdom,overview,2020-04-20,124743,4676,4413
K02000001,United Kingdom,overview,2020-04-19,120067,5850,3851
K02000001,United Kingdom,overview,2020-04-18,114217,5526,4699
K02000001,United Kingdom,overview,2020-04-17,108692,5599,4933
K02000001,United Kingdom,overview,2020-04-16,103093,4618,5275
K02000001,United Kingdom,overview,2020-04-15,98476,4605,5039
K02000001,United Kingdom,overview,2020-04-14,93873,5252,4298
K02000001,United Kingdom,overview,2020-04-13,88621,4342,4165
K02000001,United Kingdom,overview,2020-04-12,84279,5288,3478
K02000001,United Kingdom,overview,2020-04-11,78991,5234,3557
K02000001,United Kingdom,overview,2020-04-10,73758,5706,4314
K02000001,United Kingdom,overview,2020-04-09,68052,4675,4844
K02000001,United Kingdom,overview,2020-04-08,63377,5865,5115
K02000001,United Kingdom,overview,2020-04-07,57512,3888,5431
K02000001,United Kingdom,overview,2020-04-06,53624,4143,5257
K02000001,United Kingdom,overview,2020-04-05,49481,6199,3585
K02000001,United Kingdom,overview,2020-04-04,43282,4000,4001
K02000001,United Kingdom,overview,2020-04-03,39282,4672,4891
K02000001,United Kingdom,overview,2020-04-02,34610,4522,4858
K02000001,United Kingdom,overview,2020-04-01,30088,4567,4933
K02000001,United Kingdom,overview,2020-03-31,25521,3250,4509
K02000001,United Kingdom,overview,2020-03-30,22271,2665,4257
K02000001,United Kingdom,overview,2020-03-29,19606,2502,2853
K02000001,United Kingdom,overview,2020-03-28,17104,2556,2814
K02000001,United Kingdom,overview,2020-03-27,14548,2890,3184
K02000001,United Kingdom,overview,2020-03-26,11658,2129,3080
K02000001,United Kingdom,overview,2020-03-25,9529,1452,2694
K02000001,United Kingdom,overview,2020-03-24,8077,1427,2375
K02000001,United Kingdom,overview,2020-03-23,6650,967,2324
K02000001,United Kingdom,overview,2020-03-22,5683,665,1373
K02000001,United Kingdom,overview,2020-03-21,5018,1035,1190
K02000001,United Kingdom,overview,2020-03-20,3983,714,1258
K02000001,United Kingdom,overview,2020-03-19,3269,643,1049
K02000001,United Kingdom,overview,2020-03-18,2626,676,992
K02000001,United Kingdom,overview,2020-03-17,1950,407,789
K02000001,United Kingdom,overview,2020-03-16,1543,152,601
K02000001,United Kingdom,overview,2020-03-15,1391,330,441
K02000001,United Kingdom,overview,2020-03-14,1061,264,362
K02000001,United Kingdom,overview,2020-03-13,797,207,480
K02000001,United Kingdom,overview,2020-03-12,590,134,482
K02000001,United Kingdom,overview,2020-03-11,456,83,402
K02000001,United Kingdom,overview,2020-03-10,373,52,266
K02000001,United Kingdom,overview,2020-03-09,321,50,147
K02000001,United Kingdom,overview,2020-03-08,271,65,57
K02000001,United Kingdom,overview,2020-03-07,206,46,68
K02000001,United Kingdom,overview,2020-03-06,160,46,81
K02000001,United Kingdom,overview,2020-03-05,114,29,50
K02000001,United Kingdom,overview,2020-03-04,85,34,56
K02000001,United Kingdom,overview,2020-03-03,51,11,57
K02000001,United Kingdom,overview,2020-03-02,40,5,39
K02000001,United Kingdom,overview,2020-03-01,35,12,22
K02000001,United Kingdom,overview,2020-02-29,23,4,5
K02000001,United Kingdom,overview,2020-02-28,19,6,12
K02000001,United Kingdom,overview,2020-02-27,13,0,8
K02000001,United Kingdom,overview,2020-02-26,13,0,4
K02000001,United Kingdom,overview,2020-02-25,13,0,5
K02000001,United Kingdom,overview,2020-02-24,13,4,2
K02000001,United Kingdom,overview,2020-02-23,9,0,1
K02000001,United Kingdom,overview,2020-02-22,9,0,0
K02000001,United Kingdom,overview,2020-02-21,9,0,1
K02000001,United Kingdom,overview,2020-02-20,9,0,0
K02000001,United Kingdom,overview,2020-02-19,9,0,0
K02000001,United Kingdom,overview,2020-02-18,9,0,0
K02000001,United Kingdom,overview,2020-02-17,9,0,0
K02000001,United Kingdom,overview,2020-02-16,9,0,0
K02000001,United Kingdom,overview,2020-02-15,9,0,0
K02000001,United Kingdom,overview,2020-02-14,9,0,0
K02000001,United Kingdom,overview,2020-02-13,9,1,0
K02000001,United Kingdom,overview,2020-02-12,8,0,0
K02000001,United Kingdom,overview,2020-02-11,8,0,1
K02000001,United Kingdom,overview,2020-02-10,8,4,0
K02000001,United Kingdom,overview,2020-02-09,4,1,1
K02000001,United Kingdom,overview,2020-02-08,3,0,4
K02000001,United Kingdom,overview,2020-02-07,3,0,0
K02000001,United Kingdom,overview,2020-02-06,3,1,0
K02000001,United Kingdom,overview,2020-02-05,2,0,1
K02000001,United Kingdom,overview,2020-02-04,2,0,0
K02000001,United Kingdom,overview,2020-02-03,2,0,0
K02000001,United Kingdom,overview,2020-02-02,2,0,0
K02000001,United Kingdom,overview,2020-02-01,2,0,0
K02000001,United Kingdom,overview,2020-01-31,2,2,0
K02000001,United Kingdom,overview,2020-01-30,,,2
